start;end;chr
6505724;6505995;1
6508701;6509151;1
6511663;6511808;1
6511893;6512156;1
6517244;6517323;1
6517421;6517432;1
6520059;6521004;1
6484836;6485309;1
6488286;6488479;1
6500314;6500500;1
6500686;6500868;1
6500994;6501125;1
6504541;6504742;1
6505724;6505995;1
6508701;6508862;1
6508953;6509151;1
6510504;6510530;1
6511663;6511808;1
6511893;6512156;1
6517244;6517323;1
6517421;6517432;1
6520059;6521004;1
6484836;6485309;1
6488286;6488479;1
6500314;6500500;1
6500686;6500868;1
6500994;6501125;1
6504541;6504742;1
6505724;6505995;1
6508701;6508862;1
6508953;6509151;1
6511663;6511808;1
6511893;6512156;1
6517244;6517323;1
6517421;6517432;1
6520059;6521004;1
6489894;6489956;1
6489904;6489922;1
6526129;6526233;1
6525500;6525620;1
6522689;6522723;1
6522054;6522234;1
6520846;6521822;1
6526129;6526233;1
6525500;6525620;1
6524612;6524779;1
6524435;6524513;1
6523132;6523187;1
6522923;6523030;1
6522689;6522726;1
6522054;6522234;1
6520846;6521822;1
6526129;6526233;1
6525500;6525620;1
6525148;6525282;1
6524612;6524779;1
6524435;6524513;1
6523132;6523187;1
6522689;6522723;1
6522054;6522234;1
6520846;6521822;1
6526129;6526233;1
6525500;6525620;1
6525148;6525282;1
6524612;6524779;1
6524435;6524513;1
6523132;6523187;1
6522923;6523030;1
6522689;6522726;1
6522054;6522234;1
6520846;6521822;1
6526129;6526233;1
6525500;6525620;1
6525148;6525282;1
6524612;6524779;1
6524435;6524513;1
6523125;6523207;1
6522923;6523030;1
6522689;6522726;1
6522054;6522234;1
6520846;6521822;1
6526129;6526233;1
6525500;6525620;1
6525148;6525282;1
6524612;6524779;1
6524171;6524513;1
6550505;6550640;1
6537589;6537718;1
6535991;6536096;1
6535522;6535582;1
6535107;6535198;1
6534511;6534647;1
6534073;6534224;1
6533311;6533514;1
6533046;6533234;1
6532587;6532682;1
6531818;6531868;1
6531548;6531697;1
6531050;6531160;1
6530795;6530944;1
6530566;6530703;1
6530296;6530415;1
6529604;6529736;1
6529395;6529510;1
6529102;6529301;1
6528159;6528646;1
6527885;6527958;1
6526152;6527632;1
6550505;6550640;1
6537589;6537718;1
6535991;6536096;1
6535522;6535582;1
6535107;6535198;1
6534511;6534647;1
6534073;6534224;1
6533311;6533514;1
6533046;6533234;1
6532587;6532682;1
6531818;6531868;1
6531548;6531697;1
6531050;6531160;1
6530795;6530944;1
6530566;6530703;1
6530296;6530415;1
6529604;6529736;1
6529395;6529510;1
6529102;6529301;1
6527885;6528646;1
6526152;6527632;1
6545896;6546014;1
6537589;6537718;1
6535991;6536096;1
6535522;6535582;1
6535107;6535198;1
6534511;6534647;1
6534073;6534224;1
6533311;6533514;1
6533046;6533234;1
6532587;6532682;1
6531818;6531868;1
6531548;6531697;1
6531050;6531160;1
6530795;6530944;1
6530566;6530703;1
6530296;6530415;1
6529604;6529736;1
6529395;6529510;1
6529102;6529301;1
6527885;6528646;1
6526152;6527632;1
6545384;6545529;1
6537589;6537718;1
6535991;6536096;1
6535522;6535582;1
6535107;6535198;1
6534511;6534647;1
6534073;6534224;1
6533311;6533514;1
6533046;6533234;1
6532587;6532682;1
6531818;6531868;1
6531548;6531697;1
6531050;6531160;1
6530795;6530944;1
6530566;6530703;1
6530296;6530415;1
6529604;6529736;1
6529395;6529510;1
6529102;6529301;1
6527885;6528646;1
6526152;6527632;1
6579505;6580152;1
6556553;6556629;1
6537589;6537718;1
6535991;6536096;1
6535522;6535582;1
6535107;6535198;1
6534511;6534647;1
6534073;6534224;1
6533311;6533514;1
6533046;6533234;1
6532587;6532682;1
6531818;6531868;1
6531548;6531697;1
6531050;6531160;1
6530795;6530944;1
6530566;6530703;1
6530296;6530415;1
6529604;6529736;1
6529395;6529510;1
6529102;6529301;1
6527885;6528646;1
6527182;6527632;1
6557380;6557472;1
6556553;6556629;1
6537589;6537718;1
6535991;6536096;1
6535522;6535582;1
6535107;6535198;1
6534511;6534647;1
6534073;6534224;1
6533311;6533514;1
6533046;6533234;1
6532587;6532682;1
6531818;6531868;1
6531548;6531697;1
6531050;6531160;1
6530795;6530944;1
6530566;6530703;1
6530296;6530415;1
6529604;6529736;1
6529395;6529510;1
6529102;6529301;1
6527885;6528646;1
6527182;6527632;1
6557019;6557291;1
6556553;6556629;1
6537589;6537718;1
6535991;6536096;1
6535522;6535582;1
6535107;6535198;1
6534511;6534647;1
6534073;6534224;1
6533311;6533514;1
6533046;6533234;1
6532587;6532682;1
6531818;6531868;1
6531548;6531697;1
6531050;6531160;1
6530795;6530944;1
6530566;6530703;1
6530296;6530415;1
6529604;6529736;1
6529395;6529510;1
6529102;6529301;1
6527885;6528646;1
6527182;6527632;1
6551697;6551727;1
6537589;6537718;1
6535991;6536096;1
6535522;6535582;1
6535107;6535198;1
6534511;6534647;1
6534073;6534224;1
6533311;6533514;1
6533046;6533234;1
6532587;6532682;1
6531818;6531868;1
6531548;6531697;1
6531050;6531160;1
6530795;6530944;1
6530566;6530703;1
6530296;6530415;1
6529604;6529736;1
6529395;6529510;1
6529102;6529301;1
6527885;6528646;1
6527182;6527632;1
6614167;6614573;1
6610456;6610675;1
6609631;6609758;1
6605105;6605240;1
6604886;6604982;1
6601890;6601987;1
6593340;6593501;1
6592523;6592820;1
6592028;6592139;1
6589054;6589231;1
6586756;6586889;1
6581407;6586063;1
6615367;6615624;1
6630969;6631275;1
6634691;6635452;1
6636475;6636687;1
6637010;6637130;1
6638713;6639815;1
6615367;6615624;1
6630969;6631275;1
6636475;6636687;1
6637010;6637130;1
6638713;6639815;1
6640054;6640196;1
6640601;6641359;1
6642118;6642359;1
6645979;6646090;1
6646755;6646847;1
6647265;6647351;1
6647538;6647692;1
6648120;6648256;1
6648338;6648502;1
6648816;6648904;1
6648976;6649340;1
6640054;6640130;1
6640601;6641359;1
6642118;6642359;1
6645979;6646090;1
6646755;6646847;1
6647265;6647351;1
6647538;6647692;1
6648120;6648256;1
6648338;6648502;1
6648816;6648904;1
6648976;6649340;1
6640054;6640109;1
6640601;6641359;1
6642118;6642359;1
6645979;6646090;1
6646755;6646847;1
6647265;6647351;1
6647538;6647692;1
6648120;6648256;1
6648338;6648502;1
6648816;6648904;1
6648976;6649340;1
6661857;6662929;1
6659107;6659512;1
6655545;6655617;1
6650784;6653718;1
6661857;6662929;1
6659107;6659512;1
6655545;6655617;1
6650784;6654170;1
6673791;6674165;1
6676817;6676918;1
6679863;6680397;1
6681471;6684090;1
6684928;6685014;1
6685210;6685352;1
6688559;6688751;1
6690348;6690413;1
6692451;6692555;1
6692856;6693622;1
6684928;6685014;1
6685210;6685352;1
6688559;6688751;1
6690351;6690413;1
6692451;6692555;1
6692856;6693622;1
6685243;6685352;1
6688559;6688751;1
6690348;6690413;1
6692430;6692555;1
6694080;6695655;1
6685243;6685352;1
6688559;6688751;1
6690348;6690413;1
6692451;6692555;1
6694080;6695655;1
6685243;6685352;1
6688559;6688751;1
6690351;6690413;1
6692451;6692555;1
6694080;6695655;1
6685243;6685352;1
6688559;6688751;1
6690348;6690413;1
6692430;6692555;1
6692856;6693622;1
6685243;6685352;1
6688559;6688751;1
6690348;6690413;1
6692451;6692555;1
6692974;6693622;1
6685243;6685352;1
6688559;6688751;1
6690351;6690413;1
6692451;6692555;1
6692974;6693622;1
6761789;6761876;1
6740968;6741097;1
6738454;6738527;1
6727769;6727870;1
6713971;6714099;1
6712889;6713011;1
6711589;6711662;1
6705849;6706038;1
6705101;6705186;1
6704618;6704734;1
6699962;6700117;1
6698355;6698424;1
6697507;6697564;1
6697258;6697400;1
6696177;6696306;1
6694230;6695760;1
6784805;6784910;1
6789780;6790072;1
6787587;6787672;1
6789780;6790072;1
6844718;6845040;1
6844209;6844283;1
6843952;6844105;1
6845514;6845635;1
6885152;6885270;1
6931817;6931900;1
6946300;6948261;1
6845514;6845635;1
6885152;6885270;1
6931817;6931900;1
6946300;6946406;1
6947714;6948261;1
6845514;6845635;1
6885152;6885270;1
6931817;6931900;1
6947714;6948261;1
6845514;6845635;1
6885152;6885270;1
6931817;6932076;1
6845514;6845635;1
6880241;6880310;1
6885152;6885270;1
7151364;7151431;1
7309551;7309686;1
7527890;7527961;1
7700460;7700613;1
7721786;7721926;1
7723413;7725259;1
7730971;7731097;1
7737659;7737793;1
7792508;7792659;1
7796404;7796600;1
7796991;7797069;1
7797315;7797630;1
7798019;7798542;1
7804895;7805082;1
7805905;7806151;1
7807770;7807841;1
7811259;7811452;1
7812519;7812593;1
7815698;7815728;1
7826519;7829766;1
6845514;6845635;1
6880241;6880310;1
6885152;6885270;1
7151364;7151431;1
7309551;7309686;1
7527890;7527961;1
7700460;7700613;1
7721786;7721926;1
7723413;7725259;1
7730971;7731097;1
7737659;7737793;1
7792508;7792659;1
7796404;7796600;1
7796991;7797069;1
7797315;7797630;1
7798358;7798542;1
7804895;7805082;1
7805905;7806151;1
7807770;7807841;1
7809831;7809851;1
7811259;7811452;1
7812519;7812593;1
7826519;7829766;1
6845514;6845635;1
6880241;6880310;1
6885152;6885270;1
7151364;7151431;1
7309551;7309686;1
7527890;7527961;1
7700460;7700613;1
7721786;7721926;1
7723413;7725259;1
7730971;7731097;1
7737659;7737793;1
7792508;7792659;1
7796404;7796600;1
7796991;7797069;1
7797315;7797630;1
7798358;7798542;1
7804895;7805082;1
7805905;7806151;1
7807770;7807841;1
7809831;7809851;1
7811259;7811452;1
7812525;7812593;1
7815698;7815728;1
7826519;7829766;1
6845514;6845635;1
6885152;6885270;1
7151364;7151431;1
7309551;7309686;1
7527890;7527961;1
7700460;7700613;1
7721786;7721926;1
7723413;7725259;1
7730971;7731097;1
7737659;7737793;1
7792508;7792659;1
7796404;7796600;1
7796991;7797069;1
7797315;7797630;1
7798019;7798542;1
7804895;7805082;1
7805905;7806151;1
7807770;7807841;1
7811259;7811452;1
7812519;7812593;1
7815698;7815728;1
7826519;7829766;1
6845514;6845635;1
6885152;6885270;1
7151364;7151431;1
7309551;7309686;1
7527890;7527961;1
7700460;7700613;1
7721786;7721926;1
7723413;7725259;1
7730971;7731097;1
7737659;7737793;1
7792508;7792659;1
7796404;7796600;1
7796991;7797069;1
7797315;7797630;1
7798358;7798542;1
7804895;7805082;1
7805905;7806151;1
7807770;7807841;1
7809831;7809851;1
7811259;7811452;1
7812519;7812593;1
7815698;7815728;1
7826519;7829766;1
6845514;6845635;1
6880241;6880310;1
6885152;6885270;1
6947714;6948261;1
6845514;6845635;1
6867043;6867148;1
6885152;6885270;1
6931817;6932076;1
6845514;6845635;1
6880241;6880310;1
6885152;6885270;1
6931817;6932076;1
7729790;7729915;1
7730971;7731097;1
7737659;7737793;1
7792508;7792659;1
7796404;7796600;1
7796991;7797069;1
7797315;7797630;1
7798019;7798542;1
7804895;7805082;1
7805905;7806151;1
7807770;7807841;1
7809831;7809851;1
7811259;7811452;1
7812519;7812593;1
7826519;7829766;1
7729790;7729915;1
7730971;7731097;1
7737659;7737793;1
7792508;7792659;1
7796404;7796600;1
7796991;7797069;1
7797315;7797630;1
7798358;7798542;1
7804895;7805082;1
7805905;7806151;1
7807770;7807841;1
7809831;7809851;1
7811259;7811452;1
7812519;7812593;1
7815698;7815728;1
7826519;7829766;1
7729790;7729915;1
7730971;7731097;1
7737659;7737793;1
7792508;7792659;1
7796404;7796600;1
7796991;7797069;1
7797315;7797630;1
7798358;7798542;1
7804895;7805082;1
7805905;7806151;1
7807770;7807841;1
7809831;7809851;1
7811259;7811452;1
7812519;7812593;1
7826519;7829766;1
7729790;7729915;1
7730971;7731097;1
7737659;7737793;1
7792508;7792659;1
7796404;7796600;1
7796991;7797069;1
7797315;7797630;1
7798358;7798542;1
7804895;7805082;1
7805905;7806151;1
7807770;7807841;1
7811259;7811452;1
7812519;7812593;1
7815698;7815728;1
7826519;7829766;1
7729790;7729915;1
7730971;7731097;1
7737659;7737793;1
7792508;7792659;1
7796404;7796600;1
7796991;7797069;1
7797315;7797630;1
7798358;7798542;1
7804895;7805082;1
7805905;7806151;1
7807770;7807841;1
7811259;7811452;1
7812519;7812593;1
7826519;7829766;1
7729825;7729915;1
7730971;7731097;1
7737659;7737793;1
7792508;7792659;1
7796404;7796600;1
7796991;7797069;1
7797315;7797630;1
7798019;7798542;1
7804895;7805082;1
7805905;7806151;1
7807770;7807841;1
7811259;7811452;1
7812519;7812593;1
7815698;7815728;1
7826519;7829766;1
7740148;7740275;1
7792508;7792659;1
7796404;7796600;1
7796991;7797069;1
7797315;7797630;1
7798019;7798542;1
7804895;7805082;1
7805905;7806151;1
7807770;7807841;1
7811259;7811452;1
7812519;7812593;1
7826519;7829766;1
7764796;7764954;1
7792508;7792659;1
7796404;7796600;1
7796991;7797069;1
7797315;7797630;1
7798019;7798542;1
7804895;7805082;1
7805905;7806151;1
7807770;7807841;1
7809831;7809851;1
7811259;7811452;1
7812519;7812593;1
7815698;7815728;1
7826519;7829766;1
7764796;7764954;1
7792508;7792659;1
7796404;7796600;1
7796991;7797069;1
7797315;7797630;1
7798019;7798542;1
7804895;7805082;1
7805905;7806151;1
7807770;7807841;1
7809831;7809851;1
7811259;7811452;1
7812519;7812593;1
7826519;7829766;1
7764796;7764954;1
7792508;7792659;1
7796404;7796600;1
7796991;7797069;1
7797315;7797630;1
7798019;7798542;1
7804895;7805082;1
7805905;7806151;1
7807770;7807841;1
7811259;7811452;1
7812519;7812593;1
7815698;7815728;1
7826519;7829766;1
7764796;7764954;1
7792508;7792659;1
7796404;7796600;1
7796991;7797069;1
7797315;7797630;1
7798358;7798542;1
7804895;7805082;1
7805905;7806151;1
7807770;7807841;1
7809831;7809851;1
7811259;7811452;1
7812519;7812593;1
7815698;7815728;1
7826519;7829766;1
7764796;7764954;1
7792508;7792659;1
7796404;7796600;1
7796991;7797069;1
7797315;7797630;1
7798358;7798542;1
7804895;7805082;1
7805905;7806151;1
7807770;7807841;1
7809831;7809851;1
7811259;7811452;1
7812519;7812593;1
7826519;7829766;1
7764796;7764954;1
7792508;7792659;1
7796404;7796600;1
7796991;7797069;1
7797315;7797630;1
7798358;7798542;1
7804895;7805082;1
7805905;7806151;1
7807770;7807841;1
7811259;7811452;1
7812519;7812593;1
7815698;7815728;1
7826519;7829766;1
7764796;7764954;1
7792508;7792659;1
7796404;7796600;1
7796991;7797069;1
7797315;7797630;1
7798358;7798542;1
7804895;7805082;1
7805905;7806151;1
7807770;7807841;1
7811259;7811452;1
7812519;7812593;1
7826519;7829766;1
6894342;6894697;1
7449719;7449814;1
7449400;7449499;1
7442548;7442783;1
7449719;7449814;1
7449400;7449499;1
7448243;7448497;1
7449719;7449814;1
7449400;7449499;1
7448243;7448553;1
7831356;7831445;1
7833502;7833571;1
7837220;7837378;1
7838178;7838229;1
7839686;7841492;1
7844351;7844528;1
7844714;7845065;1
7845501;7845646;1
7846781;7846896;1
7848105;7848306;1
7854017;7854068;1
7858585;7858733;1
7861173;7861251;1
7863107;7863213;1
7863752;7863908;1
7868953;7869058;1
7869953;7870081;1
7870498;7870648;1
7879345;7879480;1
7880175;7880299;1
7880527;7880700;1
7886540;7886770;1
7887178;7887875;1
7889897;7890011;1
7890066;7890221;1
7895822;7896005;1
7897059;7897209;1
7902732;7905237;1
7844351;7844528;1
7844714;7845065;1
7845501;7845646;1
7846781;7846896;1
7848105;7848306;1
7854017;7854068;1
7858585;7858733;1
7861173;7861251;1
7863107;7863213;1
7863752;7863908;1
7868953;7869058;1
7869953;7870081;1
7870498;7870627;1
7879345;7879480;1
7880175;7880299;1
7880527;7880700;1
7886540;7886770;1
7887178;7887875;1
7889897;7890011;1
7890066;7890221;1
7895822;7896005;1
7897059;7897209;1
7902732;7905237;1
7844351;7844528;1
7844714;7845065;1
7845501;7845646;1
7846781;7846896;1
7848105;7848306;1
7854020;7854068;1
7858521;7858733;1
7861173;7861251;1
7863107;7863213;1
7863752;7863908;1
7868953;7869058;1
7869953;7870081;1
7870498;7870648;1
7879345;7879480;1
7880175;7880299;1
7880527;7880700;1
7886540;7886770;1
7887178;7887875;1
7889897;7890221;1
7895822;7896005;1
7897059;7897209;1
7902732;7905237;1
7844351;7844528;1
7844714;7845065;1
7845501;7845646;1
7846781;7846896;1
7848105;7848306;1
7854020;7854068;1
7858585;7858733;1
7861173;7861251;1
7863107;7863213;1
7863752;7863908;1
7868953;7869058;1
7869953;7870081;1
7870498;7870627;1
7879345;7879480;1
7880175;7880299;1
7880527;7880700;1
7886540;7886770;1
7887178;7887875;1
7889897;7890221;1
7895822;7896005;1
7897059;7897209;1
7902732;7905237;1
7844351;7844436;1
7844714;7845065;1
7845501;7845646;1
7846781;7846896;1
7848105;7848306;1
7854017;7854068;1
7858585;7858733;1
7861173;7861251;1
7863107;7863213;1
7863752;7863908;1
7868953;7869058;1
7869953;7870081;1
7870498;7870648;1
7879345;7879480;1
7880175;7880299;1
7880527;7880700;1
7886540;7886770;1
7887178;7887875;1
7889894;7890221;1
7895822;7896005;1
7897059;7897209;1
7902732;7905237;1
7844351;7844436;1
7844714;7845065;1
7845501;7845646;1
7846781;7846896;1
7848105;7848306;1
7854017;7854068;1
7858585;7858733;1
7861173;7861251;1
7863107;7863213;1
7863752;7863908;1
7868953;7869058;1
7869953;7870081;1
7870498;7870627;1
7879345;7879480;1
7880175;7880299;1
7880527;7880700;1
7886540;7886770;1
7887178;7887875;1
7889897;7890221;1
7895822;7896005;1
7897059;7897209;1
7902732;7905237;1
7844489;7844528;1
7844714;7845065;1
7845501;7845646;1
7846781;7846896;1
7848105;7848306;1
7854017;7854068;1
7858585;7858733;1
7861173;7861251;1
7863107;7863213;1
7863752;7863908;1
7868953;7869058;1
7869953;7870081;1
7870498;7870648;1
7879345;7879480;1
7880175;7880299;1
7880527;7880700;1
7886540;7886770;1
7887178;7887875;1
7889894;7890221;1
7895822;7896005;1
7897059;7897209;1
7902732;7905237;1
7913367;7913551;1
7912961;7912983;1
7910872;7910982;1
7909700;7909743;1
7907672;7907942;1
7912961;7913125;1
7910872;7910982;1
7909700;7909743;1
7907672;7907942;1
8000844;8000899;1
7999955;8000138;1
7998781;7998888;1
7998253;7998390;1
7997750;7997816;1
7995073;7995203;1
7993222;7993356;1
7975931;7980983;1
8021771;8021853;1
8022823;8022935;1
8025384;8025485;1
8029405;8029464;1
8030954;8031023;1
8037712;8037798;1
8044954;8045565;1
8021771;8021795;1
8022823;8022935;1
8025384;8025485;1
8029405;8029464;1
8030954;8031023;1
8037712;8037798;1
8044954;8045565;1
8086218;8086369;1
8075555;8075752;1
8075368;8075444;1
8071787;8074456;1
8117241;8118006;1
8118423;8118547;1
8268732;8268933;1
8270547;8270655;1
8274685;8274738;1
8275139;8275270;1
8378174;8378246;1
8384366;8384786;1
8385358;8385450;1
8385878;8386102;1
8390269;8390996;1
8395497;8395674;1
8397876;8398052;1
8399553;8399758;1
8403807;8404225;1
8378174;8378246;1
8384366;8384786;1
8385358;8385450;1
8385878;8386102;1
8390269;8390996;1
8395497;8395650;1
8397876;8398052;1
8399553;8399758;1
8403807;8404225;1
8378174;8378246;1
8384366;8384786;1
8385878;8386102;1
8390269;8390996;1
8395497;8395674;1
8397876;8398052;1
8399553;8399758;1
8403807;8404225;1
8378174;8378246;1
8384366;8384786;1
8385878;8386102;1
8390269;8390996;1
8395497;8395650;1
8397876;8398052;1
8399553;8399758;1
8403807;8404225;1
8378174;8378246;1
8385878;8386102;1
8390269;8390996;1
8395497;8395674;1
8397876;8398052;1
8399553;8399758;1
8403807;8404225;1
8378174;8378246;1
8385878;8386102;1
8390269;8390996;1
8395497;8395650;1
8397876;8398052;1
8399553;8399758;1
8403807;8404225;1
8877219;8877699;1
8716032;8716500;1
8684369;8684439;1
8674620;8674745;1
8617477;8617582;1
8616534;8616630;1
8601273;8601377;1
8568686;8568734;1
8557465;8557589;1
8555123;8555222;1
8525985;8526083;1
8482787;8482867;1
8425872;8426034;1
8424806;8424898;1
8424116;8424315;1
8422743;8422904;1
8421823;8421936;1
8420172;8421550;1
8419824;8420046;1
8418256;8418976;1
8416160;8416306;1
8415479;8415659;1
8412464;8415180;1
8877219;8877699;1
8852463;8852647;1
8716032;8716500;1
8684369;8684439;1
8674620;8674745;1
8617477;8617582;1
8616534;8616630;1
8601273;8601377;1
8568686;8568734;1
8557465;8557589;1
8555123;8555222;1
8525985;8526083;1
8482787;8482867;1
8425872;8426034;1
8424806;8424898;1
8424116;8424315;1
8422743;8422904;1
8421823;8421936;1
8420172;8421550;1
8419824;8420046;1
8418256;8418976;1
8416160;8416306;1
8415479;8415659;1
8412464;8415180;1
8483621;8483892;1
8482787;8482867;1
8425872;8426034;1
8424806;8424898;1
8424116;8424315;1
8422743;8422904;1
8421823;8421936;1
8420172;8421550;1
8419824;8420046;1
8418256;8418976;1
8416160;8416306;1
8415479;8415659;1
8412464;8415180;1
8484705;8484761;1
8488542;8488648;1
8489887;8490032;1
8494693;8495076;1
8554860;8554973;1
8891172;8891491;1
8938639;8938745;1
8934883;8934976;1
8931950;8932045;1
8930511;8930569;1
8928047;8928116;1
8927176;8927309;1
8926338;8926560;1
8925344;8925541;1
8923950;8924151;1
8923294;8923402;1
8922946;8923004;1
8921059;8921488;1
8938639;8938745;1
8934883;8934976;1
8931950;8932045;1
8930884;8930942;1
8928047;8928116;1
8927176;8927309;1
8926338;8926560;1
8925344;8925541;1
8923950;8924151;1
8923294;8923402;1
8922946;8923004;1
8921059;8921488;1
8938639;8938745;1
8934883;8934976;1
8930511;8932045;1
8928047;8928116;1
8927176;8927309;1
8926338;8926560;1
8925344;8925541;1
8923950;8924151;1
8923294;8923402;1
8922946;8923004;1
8921059;8921488;1
8926561;8926649;1
8926561;8926581;1
8926622;8926644;1
8938894;8939019;1
8939624;8939944;1
8953470;8954662;1
9005927;9006024;1
9009322;9009501;1
9017196;9017344;1
9018969;9019061;1
9022646;9022715;1
9027718;9027875;1
9030926;9031040;1
9034681;9035151;1
9005927;9006024;1
9017196;9017344;1
9018969;9019061;1
9022646;9022715;1
9027718;9027875;1
9030926;9031040;1
9034681;9035151;1
9005927;9006024;1
9018969;9019061;1
9022646;9022715;1
9027718;9027875;1
9030926;9031040;1
9034681;9035151;1
9005927;9006024;1
9009322;9009501;1
9017196;9017344;1
9018969;9019061;1
9022646;9022715;1
9027718;9027875;1
9030926;9031040;1
9034406;9034503;1
9039635;9039933;1
9086354;9086482;1
9085035;9085133;1
9082977;9083137;1
9079268;9079392;1
9078282;9078434;1
9075176;9075301;1
9074740;9074927;1
9073584;9073694;1
9070202;9070303;1
9067369;9067444;1
9064811;9064938;1
9063032;9063577;1
9132108;9132318;1
9129563;9129653;1
9118211;9118309;1
9117507;9117667;1
9107669;9107793;1
9101844;9101996;1
9100123;9100248;1
9099859;9100046;1
9099611;9099721;1
9098887;9098988;1
9098490;9098565;1
9097956;9098083;1
9095165;9097848;1
9129563;9129694;1
9101844;9101996;1
9100123;9100248;1
9099859;9100046;1
9099611;9099721;1
9098887;9098988;1
9098490;9098565;1
9097956;9098083;1
9095165;9097848;1
9129563;9129694;1
9118211;9118309;1
9117507;9117629;1
9107669;9107793;1
9101844;9101996;1
9100123;9100248;1
9099859;9100046;1
9099611;9099721;1
9098887;9098988;1
9098490;9098565;1
9097956;9098083;1
9095165;9097848;1
9129563;9129694;1
9118211;9118309;1
9117507;9117667;1
9107669;9107793;1
9101844;9101996;1
9100123;9100248;1
9099859;9100046;1
9099611;9099721;1
9098887;9098988;1
9098490;9098565;1
9097956;9098083;1
9095165;9097848;1
9129563;9129694;1
9118211;9118309;1
9117507;9117667;1
9107669;9107793;1
9100139;9101996;1
9188704;9189161;1
9171335;9171548;1
9165545;9165739;1
9160364;9164693;1
9242066;9242397;1
9208070;9211894;1
9211727;9211836;1
9211752;9211773;1
9211794;9211815;1
9242263;9242375;1
9243692;9243866;1
9251452;9252145;1
9294833;9295125;1
9304984;9305620;1
9307025;9307142;1
9322118;9322387;1
9323568;9331396;1
9299906;9300077;1
9304984;9305620;1
9307025;9307142;1
9322118;9322387;1
9323568;9331396;1
9352953;9353130;1
9415802;9416644;1
9427507;9429591;1
9488981;9489055;1
9485153;9487440;1
9488901;9488975;1
9485153;9487440;1
9599524;9599806;1
9613684;9613863;1
9627342;9627419;1
9630316;9630416;1
9633404;9633470;1
9640012;9640292;1
9642357;9645231;1
9648969;9649101;1
9655948;9656068;1
9656917;9657111;1
9658507;9658683;1
9661163;9661512;1
9662127;9662330;1
9667615;9667847;1
9669898;9669969;1
9670564;9670863;1
9671811;9671948;1
9673044;9674935;1
9648969;9649101;1
9655948;9656068;1
9656917;9657111;1
9658507;9658683;1
9661163;9661512;1
9662127;9665007;1
9711789;9711860;1
9751525;9751629;1
9770482;9770654;1
9775599;9775827;1
9775907;9776136;1
9776498;9776677;1
9777017;9777166;1
9777595;9777684;1
9778752;9778973;1
9779979;9780075;1
9780170;9780300;1
9780669;9780719;1
9780800;9780967;1
9781185;9781306;1
9781502;9781645;1
9781819;9781918;1
9782033;9782211;1
9782302;9782414;1
9782586;9782664;1
9783183;9783350;1
9784027;9784150;1
9784334;9784479;1
9784862;9784994;1
9786967;9789172;1
9749602;9749779;1
9751525;9751629;1
9770482;9770654;1
9775599;9775827;1
9775907;9776136;1
9776498;9776677;1
9777017;9777166;1
9777595;9777684;1
9778752;9778973;1
9779979;9780075;1
9780170;9780300;1
9780669;9780719;1
9780803;9780967;1
9781185;9781306;1
9781502;9781645;1
9781819;9781918;1
9782033;9782211;1
9782302;9782414;1
9782586;9782664;1
9783183;9783350;1
9784027;9784150;1
9784334;9784479;1
9784862;9784994;1
9786967;9789172;1
9751525;9751629;1
9770482;9770654;1
9775599;9775827;1
9775907;9776136;1
9776498;9776677;1
9777104;9777166;1
9777595;9777684;1
9778752;9778973;1
9779979;9780075;1
9780170;9780300;1
9780669;9780719;1
9780800;9780967;1
9781185;9781306;1
9781502;9781645;1
9781819;9781918;1
9782033;9782211;1
9782302;9782414;1
9782586;9782664;1
9783183;9783350;1
9784027;9784150;1
9784334;9784479;1
9784862;9784994;1
9786967;9788983;1
9714256;9714644;1
9712668;9714101;1
9747393;9747632;1
9732484;9732777;1
9747393;9747632;1
9740770;9741193;1
9732484;9732777;1
9747393;9747632;1
9740903;9741193;1
9883701;9884023;1
9833330;9833452;1
9816539;9816568;1
9815172;9815367;1
9811531;9811739;1
9809822;9809971;1
9809519;9809704;1
9804453;9804701;1
9803942;9804063;1
9801152;9801314;1
9797556;9797612;1
9795943;9796100;1
9795525;9795673;1
9795006;9795232;1
9794030;9794200;1
9793459;9793604;1
9791819;9791954;1
9791264;9791448;1
9788984;9790763;1
9883701;9884584;1
9833330;9833452;1
9815172;9815367;1
9811531;9811739;1
9809822;9809971;1
9809519;9809704;1
9804453;9804701;1
9803942;9804063;1
9801152;9801314;1
9797556;9797612;1
9795943;9796100;1
9795525;9795673;1
9795006;9795232;1
9794030;9794200;1
9793459;9793604;1
9791819;9791954;1
9791264;9791448;1
9789079;9790763;1
9883701;9884584;1
9833330;9833452;1
9816539;9816568;1
9815172;9815367;1
9811531;9811739;1
9809822;9809971;1
9809519;9809704;1
9804453;9804701;1
9803942;9804063;1
9801152;9801314;1
9795943;9796100;1
9795525;9795673;1
9795006;9795232;1
9794030;9794200;1
9793459;9793604;1
9791819;9791954;1
9791264;9791448;1
9789079;9790763;1
9840880;9840956;1
9841129;9841498;1
9970153;9970327;1
9937963;9938047;1
9932027;9932146;1
9931245;9931335;1
9908334;9910834;1
9970153;9970327;1
9943763;9943796;1
9937963;9938047;1
9932027;9932146;1
9931245;9931335;1
9908334;9910834;1
10003407;10003449;1
10002682;10002840;1
9996577;9996685;1
9995550;9995685;1
9994820;9994918;1
9992861;9992956;1
9991949;9992030;1
9982176;9982416;1
10003407;10003449;1
10002739;10002840;1
